source_intersection,dest_intersection,intersection_topology,zone_type,time_of_day,day_of_week,weather_severity,road_friction,elevation_gradient,speed_limit,congestion_raw,traffic_volume_10hr,avg_speed_10hr,accident_occurred
28,37,Highway-Exit,Commercial,Midday,Weekend,5.8,0.0,3.8,45,99.66,"[478, 656, 592, 592, 609, 622, 426, 683, 515, 586]","[47.6, 44.6, 33.6, 33.1, 29.5, 22.0, 22.6, 17.2, 13.4, 7.2]",1
40,20,Roundabout,Industrial,Midday,Weekday,1.69,0.87,2.0,45,53.03,"[270, 291, 256, 224, 228, 261, 252, 295, 225, 189]","[42.3, 38.1, 44.4, 40.5, 43.8, 35.4, 41.2, 37.0, 34.4, 36.2]",0
0,0,T-Junction,Industrial,Midday,Weekday,4.75,0.78,-2.1,60,49.46,"[222, 312, 221, 186, 256, 251, 225, 241, 298, 283]","[56.9, 48.1, 68.4, 59.3, 56.6, 48.2, 58.7, 51.5, 53.0, 45.6]",0
43,29,4-Way,Industrial,Evening_Rush,Weekday,8.94,0.09,-0.6,60,80.51,"[475, 643, 700, 668, 665, 593, 559, 628, 682, 600]","[62.4, 54.2, 47.4, 44.0, 38.9, 33.2, 30.6, 24.3, 14.5, 15.1]",1
0,17,T-Junction,Commercial,Morning_Rush,Weekday,3.37,0.98,-0.7,45,32.0,"[112, 357, 235, 240, 246, 269, 249, 243, 315, 278]","[35.7, 44.2, 43.1, 37.8, 44.5, 39.7, 39.4, 39.3, 28.4, 37.9]",0
40,34,T-Junction,Residential,Evening_Rush,Weekday,1.33,0.76,2.5,45,38.9,"[285, 248, 185, 298, 235, 188, 360, 197, 293, 211]","[41.2, 36.0, 34.3, 43.1, 42.5, 46.2, 40.3, 51.6, 41.8, 43.3]",0
6,38,Highway-Exit,Commercial,Late_Night,Weekday,0.0,0.95,-1.8,30,21.95,"[182, 219, 275, 245, 259, 209, 256, 255, 190, 282]","[18.5, 27.9, 35.8, 30.4, 30.4, 22.5, 35.8, 33.9, 22.8, 24.6]",0
2,47,Highway-Exit,Commercial,Late_Night,Weekday,8.48,0.51,-2.0,30,78.72,"[725, 779, 473, 499, 585, 382, 601, 718, 456, 612]","[28.8, 30.6, 23.5, 25.0, 18.1, 18.2, 14.5, 11.1, 7.1, 6.6]",1
35,21,T-Junction,Commercial,Midday,Weekend,4.81,0.7,9.8,60,32.67,"[227, 215, 323, 277, 282, 230, 240, 237, 266, 282]","[53.8, 50.0, 57.8, 54.2, 46.8, 43.3, 55.5, 49.9, 56.2, 50.1]",0
38,2,Roundabout,Commercial,Midday,Weekday,2.55,0.9,4.7,30,27.29,"[256, 231, 337, 297, 317, 251, 291, 254, 323, 246]","[20.0, 17.0, 35.3, 29.4, 29.7, 34.4, 18.7, 25.2, 25.8, 30.7]",0
30,5,4-Way,Commercial,Evening_Rush,Weekend,6.19,0.08,-3.8,60,93.43,"[530, 479, 478, 714, 525, 544, 663, 530, 429, 441]","[59.9, 55.7, 48.9, 44.9, 35.4, 30.2, 32.5, 25.1, 18.9, 10.7]",1
24,35,T-Junction,Industrial,Late_Night,Weekday,7.17,0.38,2.9,60,79.61,"[576, 599, 731, 640, 652, 583, 679, 630, 604, 525]","[59.8, 52.5, 49.3, 44.2, 33.9, 32.9, 25.6, 23.7, 18.6, 11.1]",1
46,15,4-Way,Commercial,Evening_Rush,Weekday,0.89,0.76,0.6,75,50.04,"[277, 279, 238, 326, 213, 323, 238, 207, 232, 195]","[71.4, 59.5, 74.4, 62.8, 71.7, 67.6, 68.9, 64.5, 69.3, 68.2]",0
23,2,4-Way,Residential,Late_Night,Weekday,2.87,0.84,2.0,60,7.55,"[177, 201, 222, 212, 312, 250, 211, 225, 224, 235]","[48.6, 49.9, 57.8, 54.9, 53.2, 54.0, 53.8, 53.0, 56.6, 56.2]",0
0,35,Roundabout,Residential,Late_Night,Weekday,2.83,0.75,0.7,30,37.73,"[171, 243, 174, 281, 288, 219, 244, 144, 298, 285]","[32.8, 34.4, 20.9, 31.4, 34.4, 19.5, 26.1, 25.2, 31.3, 15.0]",0
37,10,T-Junction,Commercial,Morning_Rush,Weekday,4.54,0.77,5.9,75,42.63,"[340, 244, 295, 246, 274, 133, 230, 292, 264, 168]","[67.8, 63.4, 63.0, 59.9, 70.6, 73.1, 78.1, 60.1, 71.3, 71.7]",0
30,16,4-Way,Commercial,Evening_Rush,Weekend,1.45,0.91,1.7,30,33.79,"[220, 204, 195, 223, 260, 318, 305, 169, 210, 314]","[23.3, 26.7, 18.5, 32.8, 17.4, 18.8, 32.3, 36.6, 25.5, 26.8]",0
36,18,Highway-Exit,Commercial,Evening_Rush,Weekend,5.74,0.81,-0.3,60,36.55,"[295, 264, 231, 225, 171, 261, 245, 228, 199, 204]","[57.1, 58.4, 52.4, 51.8, 49.7, 58.7, 54.2, 55.8, 55.8, 52.5]",0
10,7,Highway-Exit,Residential,Late_Night,Weekend,8.84,0.46,5.2,60,64.38,"[483, 500, 712, 527, 558, 486, 478, 523, 768, 665]","[58.9, 56.8, 49.0, 46.7, 43.1, 35.4, 28.2, 24.1, 17.4, 8.3]",1
48,13,T-Junction,Commercial,Morning_Rush,Weekday,9.04,0.0,1.2,45,77.0,"[534, 504, 532, 779, 712, 644, 681, 410, 672, 693]","[40.5, 42.5, 34.2, 29.1, 31.7, 23.0, 19.6, 19.0, 12.4, 8.6]",1
2,25,Roundabout,Commercial,Midday,Weekend,5.5,0.82,0.6,60,52.95,"[239, 267, 238, 255, 224, 267, 265, 344, 230, 240]","[55.2, 58.8, 48.5, 54.5, 41.5, 52.6, 59.4, 50.4, 54.9, 51.4]",0
11,47,4-Way,Commercial,Midday,Weekday,5.77,0.49,1.6,75,81.35,"[514, 697, 495, 629, 630, 514, 615, 506, 652, 468]","[74.3, 67.8, 63.9, 55.3, 50.2, 42.8, 36.1, 27.7, 23.7, 14.3]",1
19,24,4-Way,Residential,Midday,Weekday,5.15,0.84,-0.5,60,60.77,"[163, 239, 272, 169, 205, 188, 289, 333, 239, 276]","[56.5, 61.8, 50.7, 52.9, 52.3, 54.4, 66.5, 54.2, 49.7, 48.2]",0
29,47,Highway-Exit,Industrial,Evening_Rush,Weekend,8.4,0.1,0.0,45,75.42,"[725, 514, 666, 532, 473, 660, 536, 642, 649, 654]","[44.5, 42.4, 35.2, 28.1, 30.4, 25.3, 19.8, 14.1, 8.9, 9.1]",1
9,9,Roundabout,Commercial,Midday,Weekday,4.73,0.8,-2.9,60,49.57,"[332, 243, 231, 248, 358, 287, 203, 251, 266, 197]","[57.8, 49.9, 46.4, 54.4, 53.6, 54.0, 50.2, 50.9, 59.6, 56.2]",0
38,31,T-Junction,Residential,Evening_Rush,Weekday,2.97,0.89,-3.8,60,43.12,"[202, 152, 204, 257, 218, 214, 220, 246, 289, 249]","[54.3, 52.9, 51.5, 58.5, 57.7, 64.2, 57.1, 51.5, 49.5, 58.8]",0
14,14,Highway-Exit,Residential,Midday,Weekday,6.52,0.28,-5.0,60,100.0,"[518, 680, 524, 634, 494, 677, 476, 627, 580, 610]","[59.2, 53.8, 49.6, 42.0, 36.7, 32.6, 27.2, 20.7, 19.2, 11.3]",1
20,3,T-Junction,Industrial,Midday,Weekday,1.72,0.83,-7.0,45,8.46,"[238, 183, 353, 371, 210, 311, 245, 330, 266, 254]","[28.0, 36.1, 40.6, 41.5, 34.4, 36.9, 43.3, 33.6, 41.2, 46.7]",0
17,27,4-Way,Industrial,Midday,Weekend,1.75,0.64,-4.4,30,22.13,"[269, 266, 148, 208, 352, 220, 313, 219, 236, 275]","[27.5, 28.9, 22.9, 21.3, 22.6, 24.3, 25.9, 32.2, 27.4, 29.4]",0
31,3,4-Way,Residential,Morning_Rush,Weekday,1.04,0.84,-0.9,60,71.74,"[257, 194, 250, 256, 287, 196, 147, 258, 267, 241]","[54.1, 58.4, 51.7, 52.6, 54.4, 47.9, 53.2, 53.7, 62.2, 52.5]",0
18,12,T-Junction,Residential,Evening_Rush,Weekend,3.24,1.0,0.5,75,0.0,"[260, 295, 208, 318, 338, 248, 223, 331, 289, 254]","[74.6, 74.1, 65.8, 68.7, 70.4, 67.6, 60.5, 62.8, 60.7, 70.0]",0
29,11,4-Way,Industrial,Midday,Weekday,2.16,0.7,-1.4,45,37.2,"[190, 259, 341, 321, 158, 186, 211, 191, 167, 249]","[44.0, 45.3, 38.1, 39.1, 42.3, 40.0, 44.6, 42.7, 38.6, 31.2]",0
32,14,4-Way,Commercial,Midday,Weekday,1.35,0.72,-11.8,75,63.45,"[324, 215, 267, 154, 249, 255, 257, 400, 218, 291]","[70.1, 64.1, 71.5, 66.7, 71.9, 77.3, 68.3, 66.1, 72.8, 74.5]",0
21,28,Roundabout,Commercial,Midday,Weekday,0.88,0.73,7.9,60,38.13,"[205, 227, 283, 243, 202, 277, 283, 233, 253, 221]","[48.5, 51.5, 54.4, 46.6, 51.9, 54.4, 60.0, 52.4, 47.8, 53.0]",0
44,22,Highway-Exit,Commercial,Midday,Weekday,1.57,0.81,5.4,45,31.9,"[221, 277, 233, 114, 434, 257, 254, 172, 176, 245]","[42.2, 44.0, 41.7, 34.6, 28.0, 40.0, 37.8, 34.2, 44.6, 32.6]",0
28,12,Roundabout,Industrial,Morning_Rush,Weekday,5.24,0.69,2.2,60,42.59,"[280, 179, 256, 296, 233, 334, 345, 261, 277, 303]","[56.7, 56.2, 51.4, 45.6, 47.0, 65.9, 55.6, 52.8, 60.3, 50.3]",0
23,37,Roundabout,Industrial,Morning_Rush,Weekend,1.68,0.84,9.5,75,32.94,"[279, 253, 273, 233, 201, 208, 210, 249, 172, 187]","[68.2, 66.9, 68.5, 67.3, 80.1, 68.1, 65.6, 68.0, 72.6, 67.3]",0
3,45,Highway-Exit,Commercial,Midday,Weekend,4.12,0.2,-4.9,45,80.31,"[668, 639, 570, 611, 759, 624, 501, 568, 388, 613]","[47.6, 38.3, 37.3, 35.0, 31.2, 27.6, 17.3, 18.0, 10.0, 7.0]",1
49,34,Highway-Exit,Residential,Midday,Weekend,2.09,0.85,9.4,30,26.33,"[291, 257, 286, 203, 323, 284, 294, 195, 308, 234]","[23.9, 30.1, 29.9, 22.8, 37.3, 36.1, 30.0, 29.2, 28.6, 19.3]",0
11,39,4-Way,Commercial,Evening_Rush,Weekend,3.68,0.62,-4.8,30,62.17,"[255, 254, 221, 234, 130, 195, 296, 336, 202, 259]","[32.5, 24.4, 30.4, 26.8, 33.0, 20.6, 21.5, 28.4, 27.5, 26.7]",0
35,11,Highway-Exit,Commercial,Late_Night,Weekend,3.91,0.9,1.2,30,68.47,"[278, 203, 181, 224, 230, 235, 313, 288, 276, 261]","[24.8, 22.7, 21.0, 23.5, 26.8, 21.2, 27.8, 26.0, 25.0, 32.8]",0
3,29,T-Junction,Industrial,Midday,Weekday,8.96,0.46,-6.4,60,72.67,"[353, 561, 364, 623, 676, 464, 477, 430, 606, 565]","[59.4, 53.9, 47.4, 46.3, 39.2, 31.0, 26.6, 20.9, 20.1, 13.4]",1
4,45,Roundabout,Commercial,Midday,Weekend,5.04,0.88,0.1,45,12.27,"[243, 335, 322, 238, 229, 231, 202, 336, 199, 293]","[44.0, 39.0, 49.6, 32.7, 40.1, 38.1, 45.3, 42.3, 31.9, 46.7]",0
18,4,Highway-Exit,Commercial,Midday,Weekday,5.87,0.84,1.9,75,29.52,"[274, 198, 232, 185, 241, 257, 233, 227, 169, 266]","[57.9, 67.7, 58.5, 67.8, 67.5, 69.5, 71.8, 72.7, 59.4, 67.2]",0
40,1,Roundabout,Residential,Late_Night,Weekday,0.9,0.82,-0.8,75,36.32,"[350, 255, 208, 246, 230, 191, 293, 279, 183, 245]","[64.7, 59.5, 60.4, 61.2, 67.2, 65.2, 62.7, 65.5, 71.2, 69.3]",0
38,41,T-Junction,Residential,Late_Night,Weekday,1.06,0.9,3.6,60,50.11,"[300, 238, 330, 267, 225, 254, 187, 234, 271, 280]","[51.9, 67.7, 53.1, 45.6, 60.1, 57.0, 55.2, 51.7, 56.0, 62.1]",0
30,29,T-Junction,Commercial,Midday,Weekday,2.1,0.99,0.5,60,19.84,"[260, 176, 77, 269, 200, 245, 209, 205, 211, 216]","[57.9, 56.9, 48.0, 48.6, 55.9, 59.3, 59.2, 49.0, 58.9, 45.1]",0
6,34,4-Way,Residential,Midday,Weekday,9.42,0.84,-2.6,75,100.0,"[579, 648, 392, 809, 732, 664, 503, 593, 679, 487]","[74.6, 70.2, 58.7, 55.7, 44.8, 39.8, 34.0, 29.4, 20.3, 15.3]",1
11,9,Highway-Exit,Residential,Morning_Rush,Weekend,4.52,0.35,-2.8,45,90.14,"[531, 546, 725, 484, 675, 599, 542, 478, 485, 526]","[44.7, 42.2, 36.4, 32.5, 28.8, 26.0, 22.3, 14.2, 12.4, 11.5]",1
9,8,Roundabout,Commercial,Late_Night,Weekday,0.0,0.79,4.1,60,58.78,"[184, 253, 241, 221, 329, 251, 325, 250, 273, 221]","[51.2, 56.0, 56.1, 57.0, 55.9, 47.3, 50.0, 58.2, 44.2, 55.5]",0
28,16,Highway-Exit,Commercial,Late_Night,Weekday,0.76,0.79,-3.3,45,27.57,"[244, 292, 270, 216, 214, 223, 279, 134, 257, 205]","[41.5, 42.2, 32.2, 39.4, 41.3, 40.9, 39.9, 34.4, 35.2, 33.6]",0
20,37,4-Way,Residential,Evening_Rush,Weekday,8.43,0.45,4.6,75,91.22,"[655, 588, 594, 429, 596, 663, 415, 546, 442, 557]","[73.2, 69.1, 62.0, 57.6, 48.2, 42.3, 33.9, 26.1, 23.3, 17.5]",1
12,29,Roundabout,Commercial,Midday,Weekday,1.14,0.77,6.1,45,100.0,"[285, 256, 201, 307, 278, 351, 192, 293, 277, 232]","[47.3, 42.5, 35.8, 39.9, 35.8, 38.2, 44.0, 45.4, 41.6, 36.7]",0
22,40,Highway-Exit,Industrial,Morning_Rush,Weekday,5.49,0.7,-8.3,30,55.67,"[269, 286, 151, 255, 240, 297, 269, 274, 225, 250]","[31.7, 26.7, 27.9, 19.3, 26.7, 16.9, 24.4, 27.3, 30.8, 22.0]",0
5,34,Highway-Exit,Industrial,Midday,Weekday,3.71,0.75,5.7,75,34.66,"[268, 323, 217, 172, 264, 190, 209, 296, 343, 199]","[63.8, 65.3, 64.8, 77.2, 64.8, 65.6, 75.6, 70.4, 72.4, 63.0]",0
30,6,Highway-Exit,Industrial,Evening_Rush,Weekday,0.0,0.69,10.3,30,57.38,"[223, 198, 290, 311, 220, 231, 233, 172, 216, 288]","[22.6, 27.5, 20.5, 26.3, 24.2, 20.9, 31.0, 31.2, 22.2, 25.9]",0
8,11,Roundabout,Commercial,Midday,Weekday,4.27,0.76,1.3,75,37.51,"[252, 159, 180, 314, 196, 312, 182, 282, 234, 241]","[76.8, 61.2, 70.5, 70.3, 84.3, 62.1, 64.4, 71.6, 66.5, 65.2]",0
23,49,Highway-Exit,Industrial,Morning_Rush,Weekend,2.76,0.76,3.0,30,57.34,"[297, 236, 205, 286, 268, 234, 231, 204, 286, 231]","[23.2, 20.6, 29.0, 24.5, 16.9, 21.0, 25.8, 26.0, 25.8, 25.1]",0
15,41,Highway-Exit,Commercial,Morning_Rush,Weekend,6.22,0.66,5.2,45,90.86,"[452, 512, 718, 703, 657, 648, 690, 487, 603, 487]","[42.8, 41.7, 38.9, 32.6, 32.3, 25.4, 19.4, 14.8, 15.0, 9.3]",1
10,33,4-Way,Commercial,Late_Night,Weekday,9.61,0.63,-1.4,75,68.29,"[667, 334, 624, 548, 460, 593, 709, 826, 624, 529]","[73.5, 70.3, 59.7, 56.2, 48.9, 42.0, 31.9, 27.6, 18.8, 13.8]",1
35,48,T-Junction,Commercial,Midday,Weekday,3.95,0.66,0.9,75,37.73,"[295, 311, 260, 221, 329, 220, 193, 284, 272, 222]","[68.0, 69.7, 68.5, 69.8, 65.0, 70.1, 67.6, 65.1, 66.3, 67.0]",0
0,2,Roundabout,Commercial,Midday,Weekday,4.42,0.84,-6.6,30,11.05,"[177, 218, 253, 182, 219, 369, 193, 230, 208, 244]","[22.9, 25.8, 23.4, 32.3, 27.4, 22.0, 31.2, 22.2, 19.2, 27.0]",0
20,32,Highway-Exit,Residential,Morning_Rush,Weekend,5.97,0.27,0.7,45,76.54,"[790, 417, 466, 675, 535, 661, 516, 614, 774, 480]","[47.0, 42.4, 34.0, 34.1, 29.1, 25.2, 21.7, 16.3, 13.1, 9.5]",1
43,39,Highway-Exit,Commercial,Late_Night,Weekday,8.24,0.25,2.5,75,100.0,"[674, 447, 729, 484, 676, 607, 471, 652, 505, 706]","[73.6, 65.3, 64.7, 55.4, 50.1, 40.0, 31.2, 31.7, 21.7, 16.0]",1
35,12,Roundabout,Commercial,Evening_Rush,Weekday,0.25,0.82,2.6,60,12.8,"[282, 233, 261, 329, 248, 297, 150, 306, 173, 300]","[56.0, 53.5, 53.5, 52.7, 49.9, 53.0, 65.0, 60.5, 49.6, 55.3]",0
36,10,4-Way,Residential,Evening_Rush,Weekend,7.22,0.28,5.3,30,74.97,"[609, 585, 499, 644, 684, 516, 795, 752, 654, 476]","[30.8, 27.9, 25.7, 25.2, 19.0, 20.8, 14.8, 10.8, 13.5, 7.7]",1
5,39,4-Way,Commercial,Late_Night,Weekday,9.64,0.26,-3.9,75,81.41,"[554, 608, 663, 584, 613, 518, 431, 610, 614, 652]","[73.8, 65.7, 59.7, 57.1, 47.0, 40.8, 34.4, 27.1, 20.3, 13.3]",1
13,19,Roundabout,Residential,Morning_Rush,Weekday,4.45,0.77,-2.7,45,38.97,"[320, 284, 312, 322, 132, 267, 220, 305, 212, 197]","[33.3, 39.0, 45.1, 41.8, 34.5, 51.3, 43.7, 44.4, 46.9, 32.3]",0
28,30,T-Junction,Commercial,Morning_Rush,Weekday,7.74,0.74,9.5,45,53.76,"[204, 291, 209, 236, 246, 186, 231, 295, 286, 305]","[45.5, 42.5, 42.1, 41.8, 37.4, 35.4, 37.1, 38.9, 37.2, 42.6]",0
0,32,4-Way,Industrial,Midday,Weekend,5.79,0.89,-0.8,45,59.91,"[260, 265, 267, 309, 249, 300, 275, 306, 330, 278]","[41.0, 41.0, 38.1, 38.0, 45.0, 35.7, 48.6, 39.7, 54.8, 37.0]",0
7,33,4-Way,Industrial,Late_Night,Weekend,3.48,0.85,1.0,45,56.29,"[262, 232, 210, 303, 194, 216, 279, 287, 180, 279]","[41.1, 35.9, 36.6, 30.3, 49.1, 45.6, 34.1, 44.5, 37.6, 45.1]",0
46,49,T-Junction,Commercial,Midday,Weekend,3.6,0.78,-0.3,30,33.89,"[225, 231, 235, 217, 319, 294, 255, 301, 168, 188]","[29.4, 30.7, 28.4, 17.6, 21.7, 29.1, 39.1, 33.1, 34.9, 28.7]",0
43,49,4-Way,Commercial,Morning_Rush,Weekday,8.38,0.11,-4.1,75,80.0,"[633, 496, 695, 592, 669, 603, 627, 591, 622, 700]","[72.5, 65.3, 62.5, 57.9, 51.7, 39.2, 34.2, 25.4, 20.6, 17.2]",1
18,8,4-Way,Commercial,Midday,Weekday,0.0,0.78,8.1,30,48.16,"[249, 231, 277, 210, 329, 250, 229, 279, 296, 329]","[26.0, 32.4, 27.5, 23.9, 23.1, 21.5, 23.3, 32.6, 30.5, 20.8]",0
22,6,Roundabout,Industrial,Evening_Rush,Weekend,3.04,0.8,-2.6,30,4.84,"[162, 194, 211, 234, 308, 222, 334, 165, 232, 289]","[31.2, 25.3, 32.0, 31.1, 23.6, 28.6, 30.5, 23.9, 35.5, 22.8]",0
38,8,4-Way,Commercial,Evening_Rush,Weekend,5.42,0.8,-5.6,45,51.41,"[257, 187, 255, 196, 235, 170, 289, 267, 304, 232]","[46.2, 40.7, 41.1, 51.1, 38.1, 46.6, 42.9, 37.6, 33.9, 35.3]",0
40,41,T-Junction,Commercial,Morning_Rush,Weekday,1.8,0.71,-2.3,60,10.85,"[306, 336, 254, 257, 288, 253, 304, 264, 256, 215]","[49.3, 38.2, 60.2, 53.3, 52.0, 44.2, 50.8, 50.1, 50.0, 55.7]",0
10,25,T-Junction,Commercial,Morning_Rush,Weekend,6.77,0.3,-10.0,45,83.07,"[612, 463, 470, 470, 781, 749, 514, 402, 612, 604]","[45.6, 42.5, 37.9, 30.8, 29.6, 26.7, 19.6, 17.6, 11.9, 13.0]",1
26,1,Roundabout,Commercial,Midday,Weekday,4.7,0.94,-3.3,60,31.91,"[183, 307, 166, 339, 192, 259, 168, 182, 294, 301]","[55.2, 57.7, 59.2, 50.6, 47.0, 53.9, 51.1, 55.9, 56.7, 50.6]",0
39,4,4-Way,Commercial,Morning_Rush,Weekday,1.18,0.84,-4.8,30,36.3,"[285, 282, 286, 229, 288, 276, 282, 333, 266, 219]","[21.4, 32.6, 28.8, 35.4, 16.9, 31.6, 25.7, 25.2, 23.2, 31.5]",0
35,48,T-Junction,Industrial,Midday,Weekday,2.1,0.8,3.1,45,24.61,"[280, 192, 258, 285, 258, 305, 235, 137, 259, 259]","[42.1, 46.0, 30.7, 39.3, 35.9, 34.5, 40.1, 44.0, 42.0, 37.1]",0
41,1,4-Way,Commercial,Midday,Weekday,0.96,0.78,-3.4,45,27.4,"[242, 296, 284, 222, 219, 164, 228, 163, 353, 207]","[46.0, 49.6, 41.6, 40.0, 33.9, 38.0, 48.5, 42.3, 40.6, 47.1]",0
19,9,T-Junction,Commercial,Late_Night,Weekend,1.36,0.83,4.4,30,85.48,"[284, 242, 260, 211, 221, 239, 277, 187, 253, 230]","[22.5, 25.1, 15.4, 23.2, 21.5, 25.6, 15.6, 28.0, 31.5, 26.4]",0
41,30,Roundabout,Industrial,Midday,Weekday,0.42,0.87,7.0,45,58.81,"[274, 224, 172, 250, 284, 183, 226, 237, 392, 261]","[31.0, 29.7, 44.2, 52.9, 39.1, 38.8, 42.7, 36.5, 27.8, 45.7]",0
7,32,4-Way,Industrial,Evening_Rush,Weekday,1.2,0.86,3.9,75,9.02,"[219, 302, 211, 256, 292, 303, 261, 259, 280, 273]","[61.0, 61.1, 57.0, 71.3, 65.5, 71.6, 69.5, 62.5, 66.9, 65.2]",0
45,43,T-Junction,Commercial,Midday,Weekend,5.84,0.77,-1.1,60,70.08,"[219, 295, 375, 305, 248, 312, 335, 180, 311, 288]","[59.9, 58.1, 52.9, 64.2, 55.7, 51.8, 56.5, 58.9, 54.5, 56.0]",0
35,46,T-Junction,Commercial,Evening_Rush,Weekend,1.17,0.83,0.7,60,63.86,"[254, 216, 208, 179, 325, 238, 78, 269, 268, 156]","[49.8, 49.6, 50.3, 60.1, 53.3, 51.9, 59.6, 56.5, 45.3, 50.9]",0
25,5,Highway-Exit,Commercial,Midday,Weekday,3.25,0.85,-7.6,60,34.38,"[266, 203, 351, 255, 212, 193, 296, 217, 268, 192]","[54.4, 50.8, 52.4, 50.0, 59.1, 51.5, 53.3, 53.5, 62.1, 58.5]",0
34,13,4-Way,Industrial,Midday,Weekday,4.29,0.39,-0.7,45,93.73,"[679, 442, 534, 718, 482, 608, 493, 503, 768, 671]","[47.0, 42.6, 36.7, 31.6, 28.2, 24.6, 24.6, 14.3, 11.9, 7.2]",1
2,13,4-Way,Commercial,Midday,Weekday,5.36,0.82,-4.3,75,39.7,"[302, 342, 265, 269, 254, 271, 288, 271, 274, 288]","[58.6, 67.5, 69.0, 69.6, 66.6, 68.3, 63.9, 58.6, 72.4, 61.8]",0
3,14,Roundabout,Industrial,Midday,Weekday,5.62,0.58,3.5,45,79.45,"[241, 212, 329, 246, 234, 287, 357, 270, 231, 284]","[32.6, 40.7, 50.5, 41.3, 41.0, 40.6, 38.5, 42.1, 44.4, 38.8]",0
43,32,T-Junction,Residential,Midday,Weekend,4.73,0.85,12.9,60,24.07,"[125, 273, 356, 231, 176, 283, 337, 276, 336, 289]","[57.5, 51.4, 55.4, 53.9, 53.7, 52.7, 55.1, 47.5, 58.1, 49.6]",0
28,30,T-Junction,Residential,Midday,Weekend,3.61,0.87,2.5,45,42.92,"[237, 266, 203, 151, 230, 178, 285, 192, 324, 249]","[40.8, 30.6, 41.2, 40.1, 34.0, 40.9, 38.5, 39.4, 40.6, 38.1]",0
49,16,Roundabout,Commercial,Morning_Rush,Weekday,2.54,0.87,-10.0,60,31.44,"[262, 245, 273, 223, 196, 214, 322, 297, 310, 314]","[51.7, 55.5, 54.4, 57.3, 52.6, 54.5, 54.4, 56.7, 57.3, 54.5]",0
27,42,Highway-Exit,Commercial,Morning_Rush,Weekday,0.62,0.76,-1.8,30,11.34,"[256, 261, 332, 163, 201, 283, 263, 263, 283, 260]","[24.2, 30.1, 27.1, 24.8, 30.5, 30.3, 28.1, 35.6, 33.6, 32.0]",0
18,14,Roundabout,Commercial,Morning_Rush,Weekday,4.0,0.18,0.6,60,99.74,"[856, 585, 553, 686, 574, 601, 501, 660, 452, 590]","[60.0, 53.8, 45.8, 40.5, 37.2, 34.4, 28.6, 22.6, 15.6, 12.7]",1
42,19,Roundabout,Commercial,Evening_Rush,Weekend,1.48,0.94,0.4,30,16.37,"[160, 130, 237, 222, 300, 257, 332, 222, 274, 237]","[33.9, 26.0, 31.3, 21.6, 24.9, 26.6, 33.3, 16.0, 25.3, 25.2]",0
27,47,T-Junction,Residential,Midday,Weekday,4.33,0.94,-3.7,30,44.4,"[146, 226, 172, 133, 236, 235, 237, 262, 206, 339]","[26.8, 33.4, 18.6, 22.8, 30.4, 25.9, 21.6, 17.8, 30.7, 30.3]",0
17,20,Roundabout,Industrial,Midday,Weekday,5.12,0.8,1.2,30,5.19,"[262, 225, 194, 247, 184, 212, 313, 157, 283, 324]","[31.1, 29.0, 24.7, 23.8, 15.8, 27.2, 25.0, 23.5, 26.9, 27.3]",0
13,28,4-Way,Residential,Morning_Rush,Weekday,8.37,0.21,-6.2,60,97.35,"[536, 761, 673, 689, 589, 651, 510, 666, 579, 497]","[60.0, 54.1, 54.0, 44.9, 41.8, 35.6, 28.1, 21.8, 13.9, 10.3]",1
42,8,Roundabout,Residential,Midday,Weekday,5.08,0.91,-4.7,75,48.44,"[283, 234, 268, 148, 272, 304, 161, 268, 317, 334]","[65.0, 71.4, 74.6, 69.5, 73.9, 67.3, 69.5, 64.4, 66.7, 69.7]",0
13,28,T-Junction,Commercial,Midday,Weekday,4.53,0.65,3.2,60,23.51,"[215, 238, 288, 352, 147, 348, 237, 298, 308, 328]","[50.4, 52.9, 53.7, 52.2, 60.6, 53.6, 45.9, 50.8, 46.1, 52.9]",0
28,43,Roundabout,Commercial,Morning_Rush,Weekday,6.46,0.77,-5.1,45,51.74,"[283, 217, 229, 236, 257, 275, 290, 362, 256, 286]","[32.6, 38.6, 39.1, 35.4, 37.8, 40.0, 38.0, 53.5, 43.1, 50.5]",0
2,33,4-Way,Commercial,Late_Night,Weekend,2.06,0.93,2.7,45,34.62,"[324, 218, 251, 228, 241, 201, 227, 267, 266, 262]","[40.2, 44.8, 39.2, 47.5, 31.3, 43.8, 42.9, 37.1, 38.7, 42.8]",0
33,46,4-Way,Residential,Evening_Rush,Weekend,0.43,0.9,-6.8,75,63.2,"[295, 162, 281, 227, 306, 158, 372, 205, 321, 246]","[63.4, 68.8, 72.6, 59.7, 71.0, 67.4, 70.4, 67.6, 64.6, 61.9]",0
8,8,Highway-Exit,Industrial,Midday,Weekend,6.15,0.35,8.8,75,93.18,"[667, 666, 666, 642, 694, 740, 412, 365, 771, 465]","[72.8, 67.8, 58.4, 54.2, 46.4, 41.2, 35.6, 27.6, 20.9, 15.5]",1
39,47,4-Way,Residential,Midday,Weekday,3.42,0.65,-3.9,75,28.27,"[302, 330, 239, 341, 293, 188, 186, 221, 322, 224]","[58.0, 66.4, 57.6, 62.2, 64.6, 68.2, 72.6, 71.0, 61.6, 65.6]",0
